state,month,year,number
Goias,Junho,2003,7.956
Goias,Junho,2004,7.965
Goias,Junho,2005,7.996
Goias,Junho,2006,8
Goias,Junho,2007,8
Goias,Junho,2008,8
Goias,Junho,2009,8
Goias,Junho,2010,8
Goias,Junho,2011,8
Goias,Junho,2012,8
Goias,Junho,2013,8
Goias,Junho,2014,8
Goias,Junho,2015,8
Goias,Junho,2016,8
Goias,Junho,2017,8
Goias,Julho,1998,8
Goias,Julho,1999,8
Goias,Julho,2000,8
Goias,Julho,2001,8
Goias,Julho,2002,8
Goias,Julho,2003,8
Goias,Julho,2004,8
Goias,Julho,2005,8
Goias,Julho,2006,8
Goias,Julho,2007,8
Goias,Julho,2008,8
Goias,Julho,2009,8
Goias,Julho,2010,8
Goias,Julho,2011,8
Goias,Julho,2012,8
Goias,Julho,2013,8
Goias,Julho,2014,8
Goias,Julho,2015,8
Goias,Julho,2016,8
Goias,Julho,2017,8
Goias,Agosto,1998,8
Goias,Agosto,1999,8
Goias,Agosto,2000,8
Goias,Agosto,2001,8
Goias,Agosto,2002,8
Goias,Agosto,2003,8
Goias,Agosto,2004,8
Goias,Agosto,2005,8
Goias,Agosto,2006,8
Goias,Agosto,2007,8
Goias,Agosto,2008,8
Goias,Agosto,2009,8
Goias,Agosto,2010,8
Goias,Agosto,2011,8
Goias,Agosto,2012,8
Goias,Agosto,2013,8
Goias,Agosto,2014,8
Goias,Agosto,2015,8
Goias,Agosto,2016,8
Goias,Agosto,2017,8
Goias,Setembro,1998,8
Goias,Setembro,1999,8
Goias,Setembro,2000,8
Goias,Setembro,2001,8
Goias,Setembro,2002,8
Goias,Setembro,2003,8
Goias,Setembro,2004,8
Goias,Setembro,2005,8
Goias,Setembro,2006,8
Goias,Setembro,2007,8.372
Goias,Setembro,2008,8.405
Goias,Setembro,2009,8.409
Goias,Setembro,2010,8.447
Goias,Setembro,2011,8.49
Goias,Setembro,2012,8.524
Goias,Setembro,2013,8.555
Goias,Setembro,2014,8.847
Goias,Setembro,2015,8.98
Goias,Setembro,2016,9
Goias,Setembro,2017,9
Goias,Outubro,1998,9
Goias,Outubro,1999,9
Goias,Outubro,2000,9
Goias,Outubro,2001,9
Goias,Outubro,2002,9
Goias,Outubro,2003,9
Goias,Outubro,2004,9
Goias,Outubro,2005,9
Goias,Outubro,2006,9
Goias,Outubro,2007,9
Goias,Outubro,2008,9
Goias,Outubro,2009,9
Goias,Outubro,2010,9
Goias,Outubro,2011,9
Goias,Outubro,2012,9
Goias,Outubro,2013,9
Goias,Outubro,2014,9
Goias,Outubro,2015,9
Goias,Outubro,2016,9
Goias,Outubro,2017,9
Goias,Novembro,1998,9
Goias,Novembro,1999,9
Goias,Novembro,2000,9
Goias,Novembro,2001,9
Goias,Novembro,2002,9
Goias,Novembro,2003,9
Goias,Novembro,2004,9
Goias,Novembro,2005,9
Goias,Novembro,2006,9
Goias,Novembro,2007,9
Goias,Novembro,2008,9
Goias,Novembro,2009,9
Goias,Novembro,2010,9
Goias,Novembro,2011,9
Goias,Novembro,2012,9
Goias,Novembro,2013,9
Goias,Novembro,2014,9
Goias,Novembro,2015,9
Goias,Novembro,2016,9
Goias,Novembro,2017,9
Goias,Dezembro,1998,9
Goias,Dezembro,1999,9
Goias,Dezembro,2000,9
Goias,Dezembro,2001,9
Goias,Dezembro,2002,9
Goias,Dezembro,2003,9
Goias,Dezembro,2004,9
Goias,Dezembro,2005,9
Goias,Dezembro,2006,9
Goias,Dezembro,2007,9
Goias,Dezembro,2008,9
Goias,Dezembro,2009,9
Goias,Dezembro,2010,9
Goias,Dezembro,2011,9
Goias,Dezembro,2012,9
Goias,Dezembro,2013,9
Goias,Dezembro,2014,9
Goias,Dezembro,2015,9
Goias,Dezembro,2016,9
Maranhao,Janeiro,1999,9
Maranhao,Janeiro,2000,9
Maranhao,Janeiro,2001,9
Maranhao,Janeiro,2002,9
Maranhao,Janeiro,2003,9
Maranhao,Janeiro,2004,9
Maranhao,Janeiro,2005,9
Maranhao,Janeiro,2006,9
Maranhao,Janeiro,2007,9
Maranhao,Janeiro,2008,9
Maranhao,Janeiro,2009,9
Maranhao,Janeiro,2010,9
Maranhao,Janeiro,2011,9
Maranhao,Janeiro,2012,9
Maranhao,Janeiro,2013,9
Maranhao,Janeiro,2014,9
Maranhao,Janeiro,2015,9
Maranhao,Janeiro,2016,9
Maranhao,Janeiro,2017,9
Maranhao,Fevereiro,1999,9
Maranhao,Fevereiro,2000,9
Maranhao,Fevereiro,2001,9
Maranhao,Fevereiro,2002,9
Maranhao,Fevereiro,2003,9
Maranhao,Fevereiro,2004,9
Maranhao,Fevereiro,2005,9
Maranhao,Fevereiro,2006,9
Maranhao,Fevereiro,2007,9.032
Maranhao,Fevereiro,2008,9.043
Maranhao,Fevereiro,2009,9.079
Maranhao,Fevereiro,2010,9.295
Maranhao,Fevereiro,2011,9.375
Maranhao,Fevereiro,2012,9.471
Maranhao,Fevereiro,2013,9.643
Maranhao,Fevereiro,2014,9.795
Maranhao,Fevereiro,2015,9.813
Maranhao,Fevereiro,2016,9.842
Maranhao,Fevereiro,2017,9.92
Maranhao,Março,1999,10
Maranhao,Março,2000,10
Maranhao,Março,2002,10
Maranhao,Março,2003,10
Maranhao,Março,2004,10
Maranhao,Março,2005,10
Maranhao,Março,2006,10
Maranhao,Março,2007,10
Maranhao,Março,2008,10
Maranhao,Março,2009,10
Maranhao,Março,2010,10
Maranhao,Março,2011,10
Maranhao,Março,2012,10
Maranhao,Março,2013,10
Maranhao,Março,2014,10
Maranhao,Março,2015,10
Maranhao,Março,2016,10
Maranhao,Março,2017,10
Maranhao,Abril,1999,10
Maranhao,Abril,2000,10
Maranhao,Abril,2001,10
Maranhao,Abril,2002,10
Maranhao,Abril,2003,10
Maranhao,Abril,2004,10
Maranhao,Abril,2005,10
Maranhao,Abril,2006,10
Maranhao,Abril,2007,10
Maranhao,Abril,2008,10
Maranhao,Abril,2009,10
Maranhao,Abril,2010,10
Maranhao,Abril,2011,10
Maranhao,Abril,2012,10
Maranhao,Abril,2013,10
Maranhao,Abril,2014,10
Maranhao,Abril,2015,10
Maranhao,Abril,2016,10
Maranhao,Abril,2017,10
Maranhao,Maio,1999,10
Maranhao,Maio,2000,10
Maranhao,Maio,2001,10
Maranhao,Maio,2002,10
Maranhao,Maio,2003,10
Maranhao,Maio,2004,10
Maranhao,Maio,2005,10
Maranhao,Maio,2006,10
Maranhao,Maio,2007,10
Maranhao,Maio,2008,10
Maranhao,Maio,2009,10
Maranhao,Maio,2010,10
Maranhao,Maio,2011,10
Maranhao,Maio,2012,10
Maranhao,Maio,2013,10
Maranhao,Maio,2014,10
Maranhao,Maio,2015,10
Maranhao,Maio,2016,10
Maranhao,Maio,2017,10
Maranhao,Junho,1998,10
Maranhao,Junho,1999,10.012
Maranhao,Junho,2000,10.172
Maranhao,Junho,2001,10.344
Maranhao,Junho,2002,10.363
Maranhao,Junho,2003,10.395
Maranhao,Junho,2004,10.737
Maranhao,Junho,2005,10.81
Maranhao,Junho,2006,11
Maranhao,Junho,2007,11
Maranhao,Junho,2008,11
Maranhao,Junho,2009,11
Maranhao,Junho,2010,11
Maranhao,Junho,2011,11
Maranhao,Junho,2012,11
Maranhao,Junho,2013,11
Maranhao,Junho,2014,11
Maranhao,Junho,2015,11
Maranhao,Junho,2016,11
Maranhao,Junho,2017,11
Maranhao,Julho,1998,11
Maranhao,Julho,1999,11
Maranhao,Julho,2000,11
Maranhao,Julho,2001,11
Maranhao,Julho,2002,11
Maranhao,Julho,2003,11
Maranhao,Julho,2004,11
Maranhao,Julho,2005,11
Maranhao,Julho,2006,11
Maranhao,Julho,2007,11
Maranhao,Julho,2008,11
Maranhao,Julho,2009,11
Maranhao,Julho,2010,11
Maranhao,Julho,2011,11
Maranhao,Julho,2012,11
Maranhao,Julho,2013,11
Maranhao,Julho,2014,11
Maranhao,Julho,2015,11
Maranhao,Julho,2016,11
Maranhao,Julho,2017,11
Maranhao,Agosto,1998,11
Maranhao,Agosto,1999,11
Maranhao,Agosto,2000,11
Maranhao,Agosto,2001,11
Maranhao,Agosto,2002,11
Maranhao,Agosto,2003,11
Maranhao,Agosto,2004,11
Maranhao,Agosto,2005,11
Maranhao,Agosto,2006,11
Maranhao,Agosto,2007,11
Maranhao,Agosto,2008,11
Maranhao,Agosto,2009,11
Maranhao,Agosto,2010,11
Maranhao,Agosto,2011,11
Maranhao,Agosto,2012,11
Maranhao,Agosto,2013,11
Maranhao,Agosto,2014,11
Maranhao,Agosto,2015,11
Maranhao,Agosto,2016,11
Maranhao,Agosto,2017,11
Maranhao,Setembro,1998,11.034
Maranhao,Setembro,1999,11.068
Maranhao,Setembro,2000,11.068
Maranhao,Setembro,2001,11.132
Maranhao,Setembro,2002,11.517
Maranhao,Setembro,2003,11.57
Maranhao,Setembro,2004,11.729
Maranhao,Setembro,2005,11.962
Maranhao,Setembro,2006,12
Maranhao,Setembro,2007,12
Maranhao,Setembro,2008,12
Maranhao,Setembro,2009,12
Maranhao,Setembro,2010,12
Maranhao,Setembro,2011,12
Maranhao,Setembro,2012,12
Maranhao,Setembro,2013,12
Maranhao,Setembro,2014,12
Maranhao,Setembro,2015,12
Maranhao,Setembro,2016,12
Maranhao,Setembro,2017,12
Maranhao,Outubro,1998,12
Maranhao,Outubro,1999,12
Maranhao,Outubro,2000,12
Maranhao,Outubro,2001,12
Maranhao,Outubro,2002,12
Maranhao,Outubro,2003,12
Maranhao,Outubro,2004,12
Maranhao,Outubro,2005,12
Maranhao,Outubro,2006,12
Maranhao,Outubro,2007,12
Maranhao,Outubro,2008,12
Maranhao,Outubro,2009,12
Maranhao,Outubro,2010,12
Maranhao,Outubro,2011,12
Maranhao,Outubro,2012,12
Maranhao,Outubro,2013,12
Maranhao,Outubro,2014,12
Maranhao,Outubro,2015,12
Maranhao,Outubro,2016,12
Maranhao,Outubro,2017,12
Maranhao,Novembro,1998,12
Maranhao,Novembro,1999,12
Maranhao,Novembro,2000,12
Maranhao,Novembro,2001,12
Maranhao,Novembro,2002,12
Maranhao,Novembro,2003,12
Maranhao,Novembro,2004,12
Maranhao,Novembro,2005,12
Maranhao,Novembro,2006,12
Maranhao,Novembro,2007,12
Maranhao,Novembro,2008,12
Maranhao,Novembro,2009,12
Maranhao,Novembro,2010,12
Maranhao,Novembro,2011,12
Maranhao,Novembro,2012,12
Maranhao,Novembro,2013,12
Maranhao,Novembro,2014,12
Maranhao,Novembro,2015,12
Maranhao,Novembro,2016,12
Maranhao,Novembro,2017,12
Maranhao,Dezembro,1998,12
Maranhao,Dezembro,1999,12
Maranhao,Dezembro,2000,12
Maranhao,Dezembro,2001,12
Maranhao,Dezembro,2002,12
Maranhao,Dezembro,2003,12
Maranhao,Dezembro,2004,12
Maranhao,Dezembro,2005,12
Maranhao,Dezembro,2006,12
Maranhao,Dezembro,2007,12
Maranhao,Dezembro,2008,12
Maranhao,Dezembro,2009,12
Maranhao,Dezembro,2010,12
Maranhao,Dezembro,2011,12.661
Maranhao,Dezembro,2012,12.812
Maranhao,Dezembro,2013,13
Maranhao,Dezembro,2014,13
Maranhao,Dezembro,2015,13
Maranhao,Dezembro,2016,13
Mato Grosso,Janeiro,1999,13
Mato Grosso,Janeiro,2000,13
Mato Grosso,Janeiro,2001,13
Mato Grosso,Janeiro,2002,13
Mato Grosso,Janeiro,2003,13
Mato Grosso,Janeiro,2004,13
Mato Grosso,Janeiro,2005,13
Mato Grosso,Janeiro,2006,13
Mato Grosso,Janeiro,2007,13
Mato Grosso,Janeiro,2008,13
Mato Grosso,Janeiro,2009,13
Mato Grosso,Janeiro,2010,13
Mato Grosso,Janeiro,2011,13
Mato Grosso,Janeiro,2012,13
Mato Grosso,Janeiro,2013,13
Mato Grosso,Janeiro,2014,13
Mato Grosso,Janeiro,2015,13
Mato Grosso,Janeiro,2016,13
Mato Grosso,Janeiro,2017,13
Mato Grosso,Fevereiro,1999,13
Mato Grosso,Fevereiro,2000,13
Mato Grosso,Fevereiro,2001,13
Mato Grosso,Fevereiro,2002,13
Mato Grosso,Fevereiro,2003,13
Mato Grosso,Fevereiro,2004,13
Mato Grosso,Fevereiro,2005,13
Mato Grosso,Fevereiro,2006,13
Mato Grosso,Fevereiro,2007,13
Mato Grosso,Fevereiro,2008,13
Mato Grosso,Fevereiro,2009,13
Mato Grosso,Fevereiro,2010,13
Mato Grosso,Fevereiro,2011,13
Mato Grosso,Fevereiro,2012,13
Mato Grosso,Fevereiro,2013,13
Mato Grosso,Fevereiro,2014,13
Mato Grosso,Fevereiro,2015,13
Mato Grosso,Fevereiro,2016,13
Mato Grosso,Fevereiro,2017,13
Mato Grosso,Março,1999,13
Mato Grosso,Março,2000,13
Mato Grosso,Março,2001,13
Mato Grosso,Março,2002,13
Mato Grosso,Março,2003,13
Mato Grosso,Março,2004,13
Mato Grosso,Março,2005,13
Mato Grosso,Março,2006,13
Mato Grosso,Março,2007,13
Mato Grosso,Março,2008,13
Mato Grosso,Março,2009,13
Mato Grosso,Março,2010,13
Mato Grosso,Março,2011,13
Mato Grosso,Março,2012,13
Mato Grosso,Março,2013,13
Mato Grosso,Março,2014,13
Mato Grosso,Março,2015,13
Mato Grosso,Março,2016,13.05
Mato Grosso,Março,2017,13.055
Mato Grosso,Abril,1999,13.603
Mato Grosso,Abril,2000,13.972
Mato Grosso,Abril,2001,14
Mato Grosso,Abril,2002,14
Mato Grosso,Abril,2003,14
Mato Grosso,Abril,2004,14
Mato Grosso,Abril,2005,14
Mato Grosso,Abril,2006,14
Mato Grosso,Abril,2007,14
Mato Grosso,Abril,2008,14
Mato Grosso,Abril,2009,14
Mato Grosso,Abril,2010,14
Mato Grosso,Abril,2011,14
Mato Grosso,Abril,2012,14
Mato Grosso,Abril,2013,14
Mato Grosso,Abril,2014,14
Mato Grosso,Abril,2015,14
Mato Grosso,Abril,2016,14
Mato Grosso,Abril,2017,14
Mato Grosso,Maio,1999,14
Mato Grosso,Maio,2000,14
Mato Grosso,Maio,2001,14
Mato Grosso,Maio,2002,14
Mato Grosso,Maio,2003,14
Mato Grosso,Maio,2004,14
Mato Grosso,Maio,2005,14
Mato Grosso,Maio,2006,14
Mato Grosso,Maio,2007,14
Mato Grosso,Maio,2008,14
Mato Grosso,Maio,2009,14
Mato Grosso,Maio,2010,14
Mato Grosso,Maio,2011,14
Mato Grosso,Maio,2012,14
Mato Grosso,Maio,2013,14
Mato Grosso,Maio,2014,14
Mato Grosso,Maio,2015,14
Mato Grosso,Maio,2016,14
Mato Grosso,Maio,2017,14
Mato Grosso,Junho,1998,14
Mato Grosso,Junho,1999,14
Mato Grosso,Junho,2000,14
Mato Grosso,Junho,2001,14
Mato Grosso,Junho,2002,14
Mato Grosso,Junho,2003,14
Mato Grosso,Junho,2004,14
Mato Grosso,Junho,2005,14
Mato Grosso,Junho,2006,14
Mato Grosso,Junho,2007,14
Mato Grosso,Junho,2008,14
Mato Grosso,Junho,2009,14
Mato Grosso,Junho,2010,14
Mato Grosso,Junho,2011,14
Mato Grosso,Junho,2012,14
Mato Grosso,Junho,2013,14
Mato Grosso,Junho,2014,14
Mato Grosso,Junho,2015,14
Mato Grosso,Junho,2016,14
Mato Grosso,Junho,2017,14
Mato Grosso,Julho,1998,14.086
Mato Grosso,Julho,1999,14.352
Mato Grosso,Julho,2000,14.453
Mato Grosso,Julho,2001,14.59
Mato Grosso,Julho,2002,14.608
Mato Grosso,Julho,2003,14.825
Mato Grosso,Julho,2004,15
Mato Grosso,Julho,2005,15
Mato Grosso,Julho,2006,15
Mato Grosso,Julho,2007,15
Mato Grosso,Julho,2008,15
Mato Grosso,Julho,2009,15
Mato Grosso,Julho,2010,15
Mato Grosso,Julho,2011,15
Mato Grosso,Julho,2012,15
Mato Grosso,Julho,2013,15
Mato Grosso,Julho,2014,15
Mato Grosso,Julho,2015,15
Mato Grosso,Julho,2016,15
Mato Grosso,Julho,2017,15
Mato Grosso,Agosto,1998,15
Mato Grosso,Agosto,1999,15
Mato Grosso,Agosto,2000,15
Mato Grosso,Agosto,2001,15
Mato Grosso,Agosto,2002,15
Mato Grosso,Agosto,2003,15
Mato Grosso,Agosto,2004,15
Mato Grosso,Agosto,2005,15
Mato Grosso,Agosto,2006,15
Mato Grosso,Agosto,2007,15
Mato Grosso,Agosto,2008,15
Mato Grosso,Agosto,2009,15
Mato Grosso,Agosto,2010,15
Mato Grosso,Agosto,2011,15
Mato Grosso,Agosto,2012,15
Mato Grosso,Agosto,2013,15
Mato Grosso,Agosto,2014,15
Mato Grosso,Agosto,2015,15
Mato Grosso,Agosto,2016,15
Mato Grosso,Agosto,2017,15
Mato Grosso,Setembro,1998,15
Mato Grosso,Setembro,1999,15
Mato Grosso,Setembro,2000,15
Mato Grosso,Setembro,2001,15
Mato Grosso,Setembro,2002,15
Mato Grosso,Setembro,2003,15
Mato Grosso,Setembro,2004,15
Mato Grosso,Setembro,2005,15
Mato Grosso,Setembro,2006,15
Mato Grosso,Setembro,2007,15
Mato Grosso,Setembro,2008,15
Mato Grosso,Setembro,2009,15
Mato Grosso,Setembro,2010,15
Mato Grosso,Setembro,2011,15
Mato Grosso,Setembro,2012,15
Mato Grosso,Setembro,2013,15
Mato Grosso,Setembro,2014,15
Mato Grosso,Setembro,2015,15
Mato Grosso,Setembro,2016,15
Mato Grosso,Setembro,2017,15
Mato Grosso,Outubro,1998,15
Mato Grosso,Outubro,1999,15.406
Mato Grosso,Outubro,2000,15.664
Mato Grosso,Outubro,2001,15.79
Mato Grosso,Outubro,2002,16
Mato Grosso,Outubro,2003,16
Mato Grosso,Outubro,2004,16
Mato Grosso,Outubro,2005,16
Mato Grosso,Outubro,2006,16
Mato Grosso,Outubro,2007,16
Mato Grosso,Outubro,2008,16
Mato Grosso,Outubro,2009,16
Mato Grosso,Outubro,2010,16
Mato Grosso,Outubro,2011,16
Mato Grosso,Outubro,2012,16
Mato Grosso,Outubro,2013,16
Mato Grosso,Outubro,2014,16
Mato Grosso,Outubro,2015,16
Mato Grosso,Outubro,2016,16
Mato Grosso,Outubro,2017,16
Mato Grosso,Novembro,1998,16
Mato Grosso,Novembro,1999,16
Mato Grosso,Novembro,2000,16
Mato Grosso,Novembro,2001,16
Mato Grosso,Novembro,2002,16
Mato Grosso,Novembro,2003,16
Mato Grosso,Novembro,2004,16
Mato Grosso,Novembro,2005,16
Mato Grosso,Novembro,2006,16
Mato Grosso,Novembro,2007,16
Mato Grosso,Novembro,2008,16
Mato Grosso,Novembro,2009,16
Mato Grosso,Novembro,2010,16
Mato Grosso,Novembro,2011,16
Mato Grosso,Novembro,2012,16
Mato Grosso,Novembro,2013,16
Mato Grosso,Novembro,2014,16
Mato Grosso,Novembro,2015,16
Mato Grosso,Novembro,2016,16
Mato Grosso,Novembro,2017,16
Mato Grosso,Dezembro,1998,16
Mato Grosso,Dezembro,1999,16
Mato Grosso,Dezembro,2000,16
Mato Grosso,Dezembro,2001,16
Mato Grosso,Dezembro,2002,16
Mato Grosso,Dezembro,2003,16
Mato Grosso,Dezembro,2004,16
Mato Grosso,Dezembro,2005,16
Mato Grosso,Dezembro,2006,16
Mato Grosso,Dezembro,2007,16
Mato Grosso,Dezembro,2008,17
Mato Grosso,Dezembro,2009,17
Mato Grosso,Dezembro,2010,17
Mato Grosso,Dezembro,2011,17
Mato Grosso,Dezembro,2012,17
Mato Grosso,Dezembro,2013,17
Mato Grosso,Dezembro,2014,17
Mato Grosso,Dezembro,2015,17
Mato Grosso,Dezembro,2016,17
Mato Grosso,Janeiro,1999,17
Mato Grosso,Janeiro,2000,17
Mato Grosso,Janeiro,2001,17
Mato Grosso,Janeiro,2002,17
Mato Grosso,Janeiro,2003,17
Mato Grosso,Janeiro,2004,17
Mato Grosso,Janeiro,2005,17
Mato Grosso,Janeiro,2006,17
Mato Grosso,Janeiro,2007,17
Mato Grosso,Janeiro,2008,17
Mato Grosso,Janeiro,2009,17
Mato Grosso,Janeiro,2010,17
Mato Grosso,Janeiro,2011,17
Mato Grosso,Janeiro,2012,17
Mato Grosso,Janeiro,2013,17
Mato Grosso,Janeiro,2014,17
Mato Grosso,Janeiro,2015,17
Mato Grosso,Janeiro,2016,17
Mato Grosso,Janeiro,2017,17
Mato Grosso,Fevereiro,1999,17
Mato Grosso,Fevereiro,2000,17
Mato Grosso,Fevereiro,2001,17
Mato Grosso,Fevereiro,2002,17
Mato Grosso,Fevereiro,2003,17
Mato Grosso,Fevereiro,2004,17
Mato Grosso,Fevereiro,2005,17
Mato Grosso,Fevereiro,2006,17
Mato Grosso,Fevereiro,2007,17
Mato Grosso,Fevereiro,2008,18
Mato Grosso,Fevereiro,2009,18
Mato Grosso,Fevereiro,2010,18
Mato Grosso,Fevereiro,2011,18
Mato Grosso,Fevereiro,2012,18
Mato Grosso,Fevereiro,2013,18
Mato Grosso,Fevereiro,2014,18
Mato Grosso,Fevereiro,2015,18
Mato Grosso,Fevereiro,2016,18
Mato Grosso,Fevereiro,2017,18
Mato Grosso,Março,1999,18
Mato Grosso,Março,2000,18
Mato Grosso,Março,2001,18
Mato Grosso,Março,2002,18
Mato Grosso,Março,2003,18
Mato Grosso,Março,2004,18
Mato Grosso,Março,2005,18
Mato Grosso,Março,2006,18
Mato Grosso,Março,2007,18
Mato Grosso,Março,2008,18
Mato Grosso,Março,2009,18
Mato Grosso,Março,2010,18
Mato Grosso,Março,2011,18
Mato Grosso,Março,2012,18
Mato Grosso,Março,2013,18
Mato Grosso,Março,2014,18
Mato Grosso,Março,2015,18
Mato Grosso,Março,2016,18
Mato Grosso,Março,2017,18
Mato Grosso,Abril,1999,18
Mato Grosso,Abril,2000,18
Mato Grosso,Abril,2001,18
Mato Grosso,Abril,2002,18
Mato Grosso,Abril,2003,18
Mato Grosso,Abril,2004,18
Mato Grosso,Abril,2005,18
Mato Grosso,Abril,2006,18
Mato Grosso,Abril,2007,18
Mato Grosso,Abril,2008,18
Mato Grosso,Abril,2009,18
Mato Grosso,Abril,2010,18
Mato Grosso,Abril,2011,18
Mato Grosso,Abril,2012,18
Mato Grosso,Abril,2013,18
Mato Grosso,Abril,2014,18
Mato Grosso,Abril,2015,18
Mato Grosso,Abril,2016,18
Mato Grosso,Abril,2017,18
Mato Grosso,Maio,1999,18
Mato Grosso,Maio,2000,18
Mato Grosso,Maio,2001,18
Mato Grosso,Maio,2002,18
Mato Grosso,Maio,2003,18
Mato Grosso,Maio,2004,18
Mato Grosso,Maio,2005,18
Mato Grosso,Maio,2006,18
Mato Grosso,Maio,2007,18
Mato Grosso,Maio,2008,18
Mato Grosso,Maio,2009,18
Mato Grosso,Maio,2010,18
Mato Grosso,Maio,2011,18
Mato Grosso,Maio,2012,18
Mato Grosso,Maio,2013,18.13
Mato Grosso,Maio,2014,18.366
Mato Grosso,Maio,2015,18.566
Mato Grosso,Maio,2016,19
Mato Grosso,Maio,2017,19
Mato Grosso,Junho,1998,19
Mato Grosso,Junho,1999,19
Mato Grosso,Junho,2000,19
Mato Grosso,Junho,2001,19
Mato Grosso,Junho,2002,19
Mato Grosso,Junho,2003,19
Mato Grosso,Junho,2004,19
Mato Grosso,Junho,2005,19
Mato Grosso,Junho,2006,19
Mato Grosso,Junho,2007,19
Mato Grosso,Junho,2008,19
Mato Grosso,Junho,2009,19
Mato Grosso,Junho,2010,19
Mato Grosso,Junho,2011,19
Mato Grosso,Junho,2012,19
Mato Grosso,Junho,2013,19
Mato Grosso,Junho,2014,19
Mato Grosso,Junho,2015,19
Mato Grosso,Junho,2016,19
Mato Grosso,Junho,2017,19
Mato Grosso,Julho,1998,19
Mato Grosso,Julho,1999,19
Mato Grosso,Julho,2000,19
Mato Grosso,Julho,2001,19
Mato Grosso,Julho,2002,19
Mato Grosso,Julho,2003,19
Mato Grosso,Julho,2004,19
Mato Grosso,Julho,2005,19
Mato Grosso,Julho,2006,19
Mato Grosso,Julho,2007,19
Mato Grosso,Julho,2008,19
Mato Grosso,Julho,2009,19
Mato Grosso,Julho,2010,19
Mato Grosso,Julho,2011,19
Mato Grosso,Julho,2012,19
Mato Grosso,Julho,2013,19
Mato Grosso,Julho,2014,19
Mato Grosso,Julho,2015,19
Mato Grosso,Julho,2016,19
Mato Grosso,Julho,2017,20
Mato Grosso,Agosto,1998,20
Mato Grosso,Agosto,1999,20
Mato Grosso,Agosto,2000,20
Mato Grosso,Agosto,2001,20
Mato Grosso,Agosto,2002,20
Mato Grosso,Agosto,2003,20
Mato Grosso,Agosto,2004,20
Mato Grosso,Agosto,2005,20
Mato Grosso,Agosto,2006,20
Mato Grosso,Agosto,2007,20
Mato Grosso,Agosto,2008,20
Mato Grosso,Agosto,2009,20
Mato Grosso,Agosto,2010,20
Mato Grosso,Agosto,2011,20
Mato Grosso,Agosto,2012,20
Mato Grosso,Agosto,2013,20
Mato Grosso,Agosto,2014,20
Mato Grosso,Agosto,2015,20
Mato Grosso,Agosto,2016,20
Mato Grosso,Agosto,2017,20
Mato Grosso,Setembro,1998,20
Mato Grosso,Setembro,1999,20
Mato Grosso,Setembro,2000,20
Mato Grosso,Setembro,2001,20
Mato Grosso,Setembro,2002,20
Mato Grosso,Setembro,2003,20
Mato Grosso,Setembro,2004,20
Mato Grosso,Setembro,2005,20
Mato Grosso,Setembro,2006,20
Mato Grosso,Setembro,2007,20
Mato Grosso,Setembro,2008,20
Mato Grosso,Setembro,2009,20
Mato Grosso,Setembro,2010,20
Mato Grosso,Setembro,2011,20
Mato Grosso,Setembro,2012,20
Mato Grosso,Setembro,2013,20
Mato Grosso,Setembro,2014,20
Mato Grosso,Setembro,2015,20
Mato Grosso,Setembro,2016,20
Mato Grosso,Setembro,2017,20
Mato Grosso,Outubro,1998,20
Mato Grosso,Outubro,1999,20
Mato Grosso,Outubro,2000,20
Mato Grosso,Outubro,2001,20.551
Mato Grosso,Outubro,2002,21
Mato Grosso,Outubro,2003,21
Mato Grosso,Outubro,2004,21
Mato Grosso,Outubro,2005,21
Mato Grosso,Outubro,2006,21
Mato Grosso,Outubro,2007,21
Mato Grosso,Outubro,2008,21
Mato Grosso,Outubro,2009,21
Mato Grosso,Outubro,2010,21
Mato Grosso,Outubro,2011,21
Mato Grosso,Outubro,2012,21
Mato Grosso,Outubro,2013,21
Mato Grosso,Outubro,2014,21
Mato Grosso,Outubro,2015,21
Mato Grosso,Outubro,2016,21
Mato Grosso,Outubro,2017,21
Mato Grosso,Novembro,1998,21
Mato Grosso,Novembro,1999,21
Mato Grosso,Novembro,2000,21
Mato Grosso,Novembro,2001,21
Mato Grosso,Novembro,2002,21
Mato Grosso,Novembro,2003,21
Mato Grosso,Novembro,2004,21
Mato Grosso,Novembro,2005,21
Mato Grosso,Novembro,2006,21
Mato Grosso,Novembro,2007,21
Mato Grosso,Novembro,2008,21
Mato Grosso,Novembro,2009,21
Mato Grosso,Novembro,2010,21
Mato Grosso,Novembro,2011,21
Mato Grosso,Novembro,2012,21
Mato Grosso,Novembro,2013,21
Mato Grosso,Novembro,2014,21
Mato Grosso,Novembro,2015,21
Mato Grosso,Novembro,2016,21
Mato Grosso,Novembro,2017,21
Mato Grosso,Dezembro,1998,21
Mato Grosso,Dezembro,1999,21
Mato Grosso,Dezembro,2000,21
Mato Grosso,Dezembro,2001,21
Mato Grosso,Dezembro,2002,21
Mato Grosso,Dezembro,2003,22
Mato Grosso,Dezembro,2004,22
Mato Grosso,Dezembro,2005,22
Mato Grosso,Dezembro,2006,22
Mato Grosso,Dezembro,2007,22
Mato Grosso,Dezembro,2008,22
Mato Grosso,Dezembro,2009,22
Mato Grosso,Dezembro,2010,22
Mato Grosso,Dezembro,2011,22
Mato Grosso,Dezembro,2012,22
Mato Grosso,Dezembro,2013,22
Mato Grosso,Dezembro,2014,22
Mato Grosso,Dezembro,2015,22
